spo,mean_rpomAlone,lwrCL_rpomAlone,uprCL_rpomAlone,naCount_rpomAlone,mean_vib,lwrCL_vib,uprCL_vib,naCount_vib,mean_mari,lwrCL_mari,uprCL_mari,naCount_mari,mean_CC,lwrCL_CC,uprCL_CC,naCount_CC,gene,funct,NCBI,meanNA,Vib_diff,Vib_fold_diff,Mari_diff,Mari_fold_diff,CC_diff,CC_fold_diff
SPOA0021,0.983,0.921,1.052,0,0.889,0.815,0.964,0,0.928,0.87,0.996,0,0.918,0.864,0.978,0,SPOA0021,"oxidoreductase, FAD-binding",SPO_RS19880,0,-0.094,-0.145007998,-0.055,-0.083066611,-0.065,-0.098697263
SPOA0022,0.998,0.923,1.077,0,0.445,0,0.899,0,0.803,0.619,0.92,0,0.948,0.749,1.105,0,SPOA0022,cytochrome c5,SPO_RS19885,0,-0.553,-1.165234479,-0.195,-0.313639828,-0.05,-0.074152756
SPOA0023,1.007,0.95,1.068,0,0.963,0.898,1.027,0,0.966,0.903,1.029,0,0.999,0.941,1.063,0,SPOA0023,TetR family transcriptional regulator,SPO_RS19890,0,-0.044,-0.06445598,-0.041,-0.059968589,-0.008,-0.0115071
SPOA0024,1.031,0.993,1.074,0,0.96,0.922,0.992,0,1.001,0.968,1.034,0,0.941,0.917,0.964,0,SPOA0024,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",SPO_RS19895,0,-0.071,-0.102938022,-0.03,-0.042602359,-0.09,-0.131777705
SPOA0025,0.908,0.778,1.046,0,0.941,0.799,1.085,0,0.897,0.695,1.083,0,0.952,0.805,1.099,0,SPOA0025,fumarylacetoacetate hydrolase family protein,SPO_RS19900,0,0.033,0.051502425,-0.011,-0.017584312,0.044,0.068269276
SPOA0026,0.833,0.758,0.923,0,0.93,0.864,0.976,0,0.946,0.91,0.981,0,0.926,0.876,0.984,0,hpcB,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",SPO_RS19905,0,0.097,0.158914221,0.113,0.183523688,0.093,0.152695698
SPOA0027,0.888,0.837,0.931,0,0.918,0.894,0.939,0,0.886,0.86,0.912,0,0.866,0.811,0.912,0,hpcC,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase,SPO_RS19910,0,0.03,0.047934477,-0.002,-0.003252978,-0.022,-0.036192652
SPOA0028,1.072,1.024,1.117,0,1.075,1.049,1.106,0,1.044,1.017,1.074,0,1.049,1.015,1.084,0,nqrA,Na(+)-translocating NADH-quinone reductase subunit A,SPO_RS19915,0,0.003,0.004031754,-0.028,-0.038183194,-0.023,-0.031290228
SPOA0029,1.028,1,1.054,0,1,0.975,1.022,0,0.999,0.978,1.016,0,1.042,1.019,1.058,0,nqrB,Na(+)-translocating NADH-quinone reductase subunit B,SPO_RS19920,0,-0.028,-0.039840265,-0.029,-0.041283681,0.014,0.019515013
SPOA0030,1.062,1.029,1.094,0,1.037,1.006,1.071,0,1.032,1.009,1.059,0,1.014,0.978,1.055,0,nqrC,Na(+)-translocating NADH-quinone reductase subunit C,SPO_RS19925,0,-0.025,-0.034367872,-0.03,-0.041340795,-0.048,-0.066726114
SPOA0031,1.081,1.047,1.113,0,1.054,1.02,1.087,0,1.018,0.99,1.045,0,1.048,1.007,1.086,0,nqrD,Na(+)-translocating NADH-quinone reductase subunit D,SPO_RS19930,0,-0.027,-0.036491656,-0.063,-0.086628962,-0.033,-0.044727806
SPOA0032,1.039,0.96,1.122,0,1.004,0.919,1.088,0,0.998,0.933,1.064,0,1.097,1.034,1.162,0,nqrE,Na(+)-translocating NADH-quinone reductase subunit E,SPO_RS19935,0,-0.035,-0.049436385,-0.041,-0.058083934,0.058,0.078367871
SPOA0033,1.024,0.997,1.057,0,1.022,0.989,1.053,0,1.006,0.974,1.037,0,1.02,0.991,1.049,0,nqrF,Na(+)-translocating NADH-quinone reductase subunit F,SPO_RS19940,0,-0.002,-0.002820519,-0.018,-0.02558541,-0.004,-0.005646563
SPOA0034,1.006,0.951,1.062,0,1.04,1.009,1.072,0,1.005,0.967,1.044,0,0.994,0.961,1.024,0,SPOA0034,CBS domain-containing protein,SPO_RS19945,0,0.034,0.047953223,-0.001,-0.001434804,-0.012,-0.017312548
SPOA0035,1.045,0.884,1.228,0,0.994,0.875,1.118,0,0.984,0.892,1.079,0,1.027,0.896,1.137,0,SPOA0035,hypothetical protein,,0,-0.051,-0.072185185,-0.061,-0.086772722,-0.018,-0.025066761
SPOA0036,1.056,1.038,1.076,0,0.994,0.974,1.014,0,0.999,0.986,1.014,0,1.027,0.984,1.062,0,apbE,thiamin biosynthesis lipoprotein ApbE,SPO_RS19955,0,-0.062,-0.087292078,-0.057,-0.080053252,-0.029,-0.040173653
SPOA0037,1.154,1.085,1.239,0,1.092,1.045,1.151,0,1.081,1.054,1.122,0,1.082,1.039,1.13,0,SPOA0037,hypothetical protein,SPO_RS19960,0,-0.062,-0.079670368,-0.073,-0.094276701,-0.072,-0.092942725
SPOA0038,1.037,1.002,1.071,0,1.005,0.975,1.036,0,0.999,0.966,1.033,0,0.983,0.948,1.017,0,SPOA0038,LuxR family transcriptional regulator,SPO_RS19965,0,-0.032,-0.045220393,-0.038,-0.053859311,-0.054,-0.077152572
SPOA0039,1.018,0.989,1.044,0,1.004,0.977,1.029,0,1.003,0.983,1.024,0,1.018,1,1.033,0,SPOA0039,hypothetical protein,SPO_RS19970,0,-0.014,-0.019978292,-0.015,-0.021415955,0,0
SPOA0040,0.992,0.942,1.035,0,1.02,0.987,1.049,0,0.975,0.954,1.001,0,0.9,0.769,1.03,0,SPOA0040,crcB family protein,SPO_RS19975,0,0.028,0.040157126,-0.017,-0.024937902,-0.092,-0.140415119
SPOA0041,1.111,1.042,1.183,0,0.932,0.83,1.02,0,1.011,0.945,1.072,0,0.949,0.883,1.019,0,crcB,Putative fluoride ion transporter CrcB,SPO_RS19980,0,-0.179,-0.253456957,-0.1,-0.136075819,-0.162,-0.227378824
SPOA0042,1.025,0.95,1.098,0,0.958,0.897,1.013,0,0.997,0.934,1.059,0,1.028,0.962,1.087,0,SPOA0042,BKACE; β-keto acid cleavage enzyme group G4 (pca degradation),SPO_RS19985,0,-0.067,-0.097526349,-0.028,-0.0399585,0.003,0.004216355
SPOA0043,0.995,0.938,1.043,0,0.966,0.804,1.08,0,1.017,0.966,1.063,0,0.958,0.892,1.034,0,pcaG,"protocatechuate 3,4-dioxygenase alpha subunit",SPO_RS19990,0,-0.029,-0.042673337,0.022,0.031551248,-0.037,-0.05467087
SPOA0044,0.961,0.928,0.994,0,0.991,0.944,1.032,0,0.949,0.928,0.973,0,1.018,0.966,1.069,0,pcaH,"protocatechuate 3,4-dioxygenase subunit beta",SPO_RS19995,0,0.03,0.044348626,-0.012,-0.018128344,0.057,0.083129225
SPOA0045,1.086,0.998,1.175,0,0.985,0.903,1.067,0,0.997,0.932,1.061,0,0.939,0.877,0.998,0,pcaC,4-carboxymuconolactone decarboxylase,SPO_RS20000,0,-0.101,-0.140828473,-0.089,-0.123358693,-0.147,-0.20982704
SPOA0046,0.967,0.892,1.038,0,0.953,0.901,0.992,0,0.95,0.903,0.986,0,0.927,0.878,0.965,0,pobA,4-hydroxybenzoate 3-monooxygenase,SPO_RS20005,0,-0.014,-0.021039676,-0.017,-0.025588376,-0.04,-0.060946551
SPOA0047,0.925,0.856,0.997,0,0.937,0.878,0.998,0,0.934,0.859,1.003,0,0.901,0.841,0.962,0,pcaQ,pca operon transcriptional activator PcaQ,SPO_RS20010,0,0.012,0.018595682,0.009,0.013969184,-0.024,-0.03792626
SPOA0048,0.889,0.73,1.037,0,0.881,0.741,1.053,0,0.903,0.745,1.056,0,0.63,0.212,1.036,0,SPOA0048,hypothetical protein,SPO_RS20015,0,-0.008,-0.0130414,0.014,0.022542569,-0.259,-0.49683159
SPOA0049,0.865,0.8,0.92,0,0.924,0.892,0.958,0,0.888,0.849,0.923,0,0.883,0.795,0.957,0,nosR,nitrous-oxide reductase transcriptional activator NosR,SPO_RS20020,0,0.059,0.095192719,0.023,0.037859544,0.018,0.029713305
SPOA0050,0.943,0.911,0.976,0,0.976,0.948,1.007,0,0.956,0.924,0.988,0,0.942,0.915,0.965,0,nosZ,nitrous-oxide reductase,SPO_RS20025,0,0.033,0.049623377,0.013,0.019752847,-0.001,-0.001530711
SPOA0051,0.965,0.918,1.014,0,0.903,0.874,0.939,0,0.916,0.89,0.941,0,0.869,0.828,0.915,0,nosD,nitrous oxide maturation protein NosD,SPO_RS20030,0,-0.062,-0.095802955,-0.049,-0.075181344,-0.096,-0.151172765
SPOA0052,1.035,0.882,1.19,0,1.052,0.935,1.174,0,0.934,0.822,1.055,0,0.999,0.868,1.127,0,nosF,"ABC transporter, ATP-binding protein NosF",SPO_RS20035,0,0.017,0.023503937,-0.101,-0.148136313,-0.036,-0.051074185
SPOA0053,1.033,0.954,1.116,0,1.009,0.932,1.078,0,0.946,0.873,1.02,0,0.767,0.467,0.97,0,nosY,nitrous oxide maturation protein NosY,SPO_RS20040,0,-0.024,-0.03391408,-0.087,-0.126928166,-0.266,-0.429541771
SPOA0054,0.687,0.351,0.911,0,0.486,0.102,0.862,0,0.843,0.721,0.964,0,0.686,0.566,0.832,0,nosL,nitrous oxide reductase accessory protein,SPO_RS20045,0,-0.201,-0.499353785,0.156,0.295222532,-0.001,-0.002101523
SPOA0055,1.034,0.98,1.111,0,0.998,0.946,1.042,0,1.048,1.029,1.07,0,0.985,0.927,1.041,0,SPOA0055,cytochrome c family protein,SPO_RS20050,0,-0.036,-0.051124465,0.014,0.019402531,-0.049,-0.070040556
SPOA0056,0.921,0.801,1.038,0,0.871,0.752,0.981,0,0.965,0.897,1.027,0,0.903,0.814,0.992,0,SPOA0056,DNA-binding protein,SPO_RS20055,0,-0.05,-0.080528437,0.044,0.067327786,-0.018,-0.028475169
SPOA0057,0.951,0.893,1.009,0,0.914,0.877,0.946,0,0.92,0.891,0.945,0,0.912,0.881,0.939,0,gcvT,glycine cleavage system T protein,SPO_RS20060,0,-0.037,-0.057251176,-0.031,-0.04781148,-0.039,-0.060411517
SPOA0058,0.91,0.857,0.965,0,0.988,0.931,1.046,0,0.971,0.91,1.033,0,0.956,0.909,1.004,0,gcvH-2,glycine cleavage system protein H,SPO_RS20065,0,0.078,0.118644496,0.061,0.09360475,0.046,0.071144073
SPOA0059,0.932,0.895,0.966,0,0.943,0.906,0.982,0,0.949,0.917,0.981,0,0.984,0.951,1.014,0,gcvP,glycine dehydrogenase,SPO_RS20070,0,0.011,0.016927816,0.017,0.026078132,0.052,0.078328361
SPOA0060,1.048,1.009,1.091,0,0.989,0.921,1.057,0,1.009,0.932,1.083,0,1.051,0.989,1.12,0,SPOA0060,AraC family transcriptional regulator,SPO_RS20075,0,-0.059,-0.083596291,-0.039,-0.054712542,0.003,0.004123952
SPOA0061,0.971,0.933,1.01,0,1.001,0.983,1.019,0,0.999,0.977,1.019,0,0.991,0.974,1.007,0,katG,catalase/peroxidase HPI,SPO_RS20080,0,0.03,0.043898773,0.028,0.041013382,0.02,0.029413762
SPOA0062,0.966,0.882,1.052,0,0.96,0.898,1.027,0,0.94,0.88,1.006,0,0.915,0.8,1.013,0,SPOA0062,aspartate racemase,SPO_RS20085,0,-0.006,-0.008988783,-0.026,-0.039362432,-0.051,-0.078251446
SPOA0063,0.951,0.918,0.979,0,0.987,0.939,1.026,0,0.909,0.848,0.958,0,0.921,0.874,0.976,0,SPOA0063,FAD-dependent oxidoreductase,SPO_RS20090,0,0.036,0.053604744,-0.042,-0.065165047,-0.03,-0.046244185
SPOA0064,0.908,0.853,0.992,0,0.923,0.875,0.981,0,0.919,0.87,0.959,0,0.904,0.841,0.973,0,SPOA0064,"NG,NG-dimethylarginine dimethylaminohydrolase",SPO_RS20095,0,0.015,0.02363835,0.011,0.017372564,-0.004,-0.006369525
SPOA0065,1.025,0.987,1.071,0,1.034,0.997,1.076,0,0.951,0.911,0.996,0,0.953,0.905,1.011,0,SPOA0065,hypothetical protein,SPO_RS20100,0,0.009,0.012612276,-0.074,-0.108106664,-0.072,-0.10507579
SPOA0066,0.979,0.843,1.112,0,0.927,0.796,1.053,0,0.965,0.898,1.04,0,1.024,0.902,1.148,0,SPOA0066,aspartate aminotransferase,SPO_RS20105,0,-0.052,-0.078739521,-0.014,-0.020779917,0.045,0.06483495
SPOA0067,1.077,1.018,1.14,0,1.04,0.979,1.103,0,1.075,1.023,1.129,0,1.044,0.987,1.104,0,SPOA0067,TetR family transcriptional regulator,SPO_RS20110,0,-0.037,-0.050434722,-0.002,-0.00268159,-0.033,-0.044896538
SPOA0068,1.039,0.947,1.142,0,1.02,0.93,1.11,0,1.023,0.972,1.086,0,1.041,0.948,1.131,0,SPOA0068,polar amino acid ABC transporter ATP-binding protein,SPO_RS20115,0,-0.019,-0.026626502,-0.016,-0.022389509,0.002,0.002774414
SPOA0069,0.963,0.906,1.033,0,1.006,0.958,1.053,0,0.96,0.935,0.985,0,1.03,0.987,1.075,0,SPOA0069,polar amino acid ABC transporter periplasmic substrate-binding protein,SPO_RS20120,0,0.043,0.063022602,-0.003,-0.004501392,0.067,0.097036634
SPOA0070,0.986,0.936,1.039,0,0.956,0.899,1.017,0,0.868,0.819,0.919,0,0.902,0.811,0.983,0,SPOA0070,polar amino acid ABC transporter permease,SPO_RS20125,0,-0.03,-0.044577028,-0.118,-0.183892604,-0.084,-0.128460213
SPOA0071,0.868,0.8,0.97,0,0.834,0.786,0.892,0,0.921,0.868,0.994,0,0.921,0.793,1.014,0,SPOA0071,polar amino acid ABC transporter permease,SPO_RS20130,0,-0.034,-0.057647659,0.053,0.085506114,0.053,0.085506114
SPOA0072,0.925,0.895,0.952,0,0.922,0.871,0.99,0,0.882,0.855,0.905,0,0.869,0.825,0.914,0,SPOA0072,hypothetical protein,SPO_RS20135,0,-0.003,-0.004686615,-0.043,-0.06867471,-0.056,-0.090097189
SPOA0073,0.507,0.255,0.695,0,0.941,0.855,1.022,0,0.856,0.782,0.921,0,0.848,0.756,0.937,0,arsC-2,arsenate reductase,SPO_RS20140,0,0.434,0.892208976,0.349,0.755625049,0.341,0.742078518
SPOA0074,0.802,0.547,0.987,0,0.787,0.52,0.99,0,0.88,0.764,1.013,0,0.835,0.732,0.938,0,SPOA0074,hypothetical protein,SPO_RS20145,0,-0.015,-0.027238601,0.078,0.133901287,0.033,0.058173961
SPOA0075,1.008,0.934,1.087,0,1.019,0.98,1.058,0,0.988,0.952,1.03,0,0.988,0.96,1.019,0,SPOA0075,hypothetical protein,SPO_RS20150,0,0.011,0.015658413,-0.02,-0.028912692,-0.02,-0.028912692
SPOA0076,0.985,0.937,1.039,0,0.937,0.888,0.991,0,0.957,0.903,1.014,0,0.94,0.834,1.04,0,SPOA0076,carbon-nitrogen family hydrolase,SPO_RS20155,0,-0.048,-0.072074677,-0.028,-0.0416048,-0.045,-0.067462968
SPOA0078,1.061,0.989,1.133,0,1.016,0.949,1.083,0,1.027,0.972,1.082,0,1.014,0.904,1.103,0,maf-2,maf protein,SPO_RS20165,0,-0.045,-0.062524254,-0.034,-0.046988475,-0.047,-0.065367004
SPOA0079,0.929,0.863,0.993,0,0.992,0.938,1.05,0,1.006,0.971,1.045,0,0.955,0.894,1.009,0,SPOA0079,ribonuclease,SPO_RS20170,0,0.063,0.094661524,0.077,0.114879803,0.026,0.039822137
SPOA0081,0.961,0.945,0.977,0,0.968,0.957,0.98,0,0.966,0.959,0.973,0,0.973,0.959,0.986,0,SPOA0081,hypothetical protein,SPO_RS20180,0,0.007,0.010470617,0.005,0.007486758,0.012,0.017903374
SPOA0082,0.953,0.936,0.968,0,0.966,0.954,0.98,0,0.972,0.965,0.981,0,0.976,0.963,0.988,0,SPOA0082,hypothetical protein,SPO_RS20185,0,0.013,0.019546975,0.019,0.0284801,0.023,0.034404934
SPOA0083,0.965,0.939,0.994,0,0.957,0.947,0.97,0,0.95,0.944,0.956,0,0.958,0.938,0.976,0,SPOA0083,hypothetical protein,SPO_RS20190,0,-0.008,-0.012010018,-0.015,-0.022601429,-0.007,-0.010503286
SPOA0084,0.932,0.806,1.07,0,0.798,0.585,0.971,0,0.829,0.7,0.938,0,1.054,0.995,1.106,0,SPOA0084,hypothetical protein,SPO_RS20195,0,-0.134,-0.223941208,-0.103,-0.168957853,0.122,0.177473007
SPOA0085,0.894,0.718,1.073,0,0.731,0.514,0.897,0,0.799,0.672,0.926,0,0.854,0.677,1.036,0,SPOA0085,DNA-binding protein,SPO_RS20200,0,-0.163,-0.290403425,-0.095,-0.162079328,-0.04,-0.066038762
SPOA0086,0.922,0.887,0.948,0,0.943,0.926,0.964,0,0.947,0.93,0.967,0,0.92,0.905,0.937,0,SPOA0086,hypothetical protein,SPO_RS20215,0,0.021,0.03249102,0.025,0.038597675,-0.002,-0.003132889
SPOA0087,0.938,0.887,0.989,0,0.912,0.862,0.955,0,0.872,0.845,0.897,0,0.871,0.829,0.91,0,SPOA0087,phage integrase family site specific recombinase,SPO_RS20230,0,-0.026,-0.040554098,-0.066,-0.105259788,-0.067,-0.106915204
SPOA0088,1.104,1.085,1.119,0,0.98,0.974,0.987,0,0.994,0.987,1.002,0,0.986,0.976,0.995,0,SPOA0088,hypothetical protein,SPO_RS22660,0,-0.124,-0.171886518,-0.11,-0.151422415,-0.118,-0.16308062
SPOA0089,0.944,0.83,1.048,0,0.914,0.83,0.995,0,0.909,0.853,0.966,0,0.914,0.833,0.992,0,SPOA0089,hypothetical protein,SPO_RS20245,0,-0.03,-0.046592694,-0.035,-0.054506565,-0.03,-0.046592694
SPOA0090,0.96,0.916,1,0,0.958,0.908,0.998,0,0.96,0.936,0.986,0,0.944,0.902,0.987,0,SPOA0090,"ISSpo7, transposase",SPO_RS22665,0,-0.002,-0.00300875,0,0,-0.016,-0.024247546
SPOA0091,1.061,0.977,1.134,0,0.907,0.779,1.023,0,0.989,0.898,1.076,0,0.951,0.821,1.061,0,SPOA0091,IS3 family transposase orfA,SPO_RS20260,0,-0.154,-0.2262502,-0.072,-0.10138223,-0.11,-0.15790741
SPOA0093,0.987,0.959,1.015,0,1.007,0.976,1.04,0,0.997,0.961,1.033,0,0.965,0.917,1.017,0,SPOA0093,FAD binding domain-containing protein,SPO_RS20280,0,0.02,0.028941694,0.01,0.01454342,-0.022,-0.032521142
SPOA0094,1.043,0.977,1.106,0,1.042,0.999,1.086,0,1.012,0.969,1.059,0,1.034,0.967,1.109,0,SPOA0094,hypothetical protein,SPO_RS20285,0,-0.001,-0.00138388,-0.031,-0.043529868,-0.009,-0.012502972
SPOA0095,1.034,0.93,1.116,0,0.979,0.936,1.022,0,1.016,0.977,1.056,0,1.019,0.992,1.046,0,SPOA0095,hypothetical protein,SPO_RS20290,0,-0.055,-0.078855421,-0.018,-0.025335784,-0.015,-0.021082134
SPOA0096,1.073,1.053,1.093,0,1.044,1.026,1.059,0,1.069,1.054,1.081,0,1.056,1.033,1.079,0,SPOA0096,histone deacetylase/AcuC/AphA family protein,SPO_RS20295,0,-0.029,-0.039528364,-0.004,-0.005388223,-0.017,-0.023040241
SPOA0097,0.971,0.914,1.025,0,0.981,0.927,1.034,0,1.024,0.991,1.057,0,1.051,1.011,1.093,0,SPOA0097,"branched-chain amino acid ABC transporter, permease protein",SPO_RS20300,0,0.01,0.014781841,0.053,0.076672515,0.08,0.114219469
SPOA0098,1.037,0.973,1.096,0,1.066,1.011,1.118,0,1.016,0.967,1.062,0,1.021,0.962,1.074,0,SPOA0098,"branched-chain amino acid ABC transporter, permease protein",SPO_RS20305,0,0.029,0.039791544,-0.021,-0.029515492,-0.016,-0.022433028
SPOA0099,0.978,0.909,1.039,0,1.02,0.947,1.08,0,0.972,0.888,1.056,0,0.931,0.829,1.046,0,SPOA0099,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS20310,0,0.042,0.060662782,-0.006,-0.008878151,-0.047,-0.071053297
SPOA0100,1.016,0.947,1.078,0,0.982,0.942,1.018,0,0.979,0.932,1.02,0,0.97,0.927,1.013,0,SPOA0100,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS20315,0,-0.034,-0.049105472,-0.037,-0.053519637,-0.046,-0.06684375
SPOA0101,0.999,0.957,1.045,0,0.998,0.957,1.046,0,1.03,0.987,1.074,0,0.941,0.885,0.99,0,SPOA0101,"branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein",SPO_RS20320,0,-0.001,-0.001444862,0.031,0.044087754,-0.058,-0.086289955
SPOA0102,1.02,0.952,1.088,0,0.983,0.934,1.034,0,0.99,0.929,1.051,0,0.935,0.885,0.988,0,SPOA0102,LuxR family transcriptional regulator,SPO_RS20325,0,-0.037,-0.053305831,-0.03,-0.043068722,-0.085,-0.125530882
SPOA0103,0.989,0.934,1.063,0,0.937,0.882,1.003,0,0.995,0.918,1.089,0,0.956,0.881,1.043,0,SPOA0103,hypothetical protein,,0,-0.052,-0.077921473,0.006,0.008726005,-0.033,-0.048959903
SPOA0104,0.985,0.945,1.028,0,0.976,0.942,1.014,0,0.971,0.938,1.011,0,0.962,0.933,0.996,0,SPOA0104,aldehyde dehydrogenase,SPO_RS20335,0,-0.009,-0.013242577,-0.014,-0.020652429,-0.023,-0.034086831
SPOA0105,1.013,0.935,1.098,0,0.875,0.815,0.949,0,0.918,0.844,0.986,0,0.94,0.903,0.978,0,SPOA0105,transcriptional regulator,SPO_RS20340,0,-0.138,-0.211279252,-0.095,-0.142068115,-0.073,-0.107901512
SPOA0106,0.925,0.901,0.946,0,0.938,0.907,0.966,0,0.936,0.909,0.971,0,0.959,0.94,0.978,0,SPOA0106,hypothetical protein,SPO_RS20345,0,0.013,0.020134557,0.011,0.017055164,0.034,0.05207745
SPOA0107,0.952,0.878,1.038,0,0.992,0.923,1.049,0,0.977,0.93,1.032,0,0.959,0.886,1.022,0,SPOA0107,LysR family transcriptional regulator,SPO_RS20350,0,0.04,0.059378547,0.025,0.037396989,0.007,0.010569242
SPOA0108,0.932,0.905,0.964,0,0.935,0.867,0.999,0,0.958,0.908,1.005,0,0.978,0.908,1.045,0,SPOA0108,hypothetical protein,SPO_RS20355,0,0.003,0.00463641,0.026,0.039695701,0.046,0.06950451
SPOA0109,0,0,0,3247,0.948,0.392,1.153,937,0.54,0,0.974,1518,0.338,0,0.904,2252,SPOA0109,hypothetical protein,SPO_RS20375,1988.5,0.948,Inf,0.54,Inf,0.338,Inf
SPOA0110,0.924,0.858,0.985,0,0.917,0.872,0.955,0,0.931,0.89,0.963,0,0.885,0.833,0.932,0,SPOA0110,indolepyruvate oxidoreductase subunit B,SPO_RS20380,0,-0.007,-0.010971118,0.007,0.010888316,-0.039,-0.062215396
SPOA0111,1.087,1.05,1.123,0,1.006,0.974,1.037,0,1.024,0.997,1.05,0,1.006,0.959,1.049,0,SPOA0111,"indolepyruvate oxidoreductase, IorA subunit",SPO_RS20385,0,-0.081,-0.111721635,-0.063,-0.086136225,-0.081,-0.111721635
SPOA0112,0.917,0.885,0.946,0,0.996,0.972,1.027,0,0.951,0.92,0.975,0,0.998,0.978,1.019,0,feaB,phenylacetaldehyde dehydrogenase,SPO_RS20390,0,0.079,0.119224008,0.034,0.052523607,0.081,0.122118082
SPOA0113,0.951,0.923,0.985,0,0.997,0.965,1.027,0,0.944,0.911,0.976,0,0.927,0.882,0.968,0,SPOA0113,hypothetical protein,SPO_RS20395,0,0.046,0.068148164,-0.007,-0.010658481,-0.024,-0.036876002
SPOA0114,0.914,0.85,0.97,0,0.907,0.865,0.941,0,0.933,0.908,0.961,0,0.949,0.909,0.984,0,SPOA0114,nitrilase family protein,SPO_RS20400,0,-0.007,-0.011091615,0.019,0.029682916,0.035,0.054213922
SPOA0115,0.838,0.738,0.942,0,1.013,0.953,1.076,0,0.871,0.764,0.952,0,0.93,0.842,1.022,0,gtdA-2,"gentisate 1,2-dioxygenase",SPO_RS20405,0,0.175,0.273612025,0.033,0.055722475,0.092,0.150280472
SPOA0116,1.032,0.962,1.127,0,0.969,0.863,1.09,0,1.012,0.961,1.089,0,0.885,0.786,1,0,SPOA0116,fumarylacetoacetate hydrolase family protein,SPO_RS20410,0,-0.063,-0.0908744,-0.02,-0.028233681,-0.147,-0.22169361
SPOA0117,0.965,0.872,1.06,0,0.853,0.716,0.978,0,0.983,0.912,1.047,0,0.824,0.699,0.94,0,SPOA0117,Asp/Glu/hydantoin racemase family protein,SPO_RS20415,0,-0.112,-0.177983201,0.018,0.026662474,-0.141,-0.227884605
SPOA0118,1.021,0.917,1.116,0,0.94,0.859,1.02,0,1.019,0.951,1.091,0,0.869,0.802,0.94,0,SPOA0118,hypothetical protein,SPO_RS20420,0,-0.081,-0.119250204,-0.002,-0.002828815,-0.152,-0.232554784
SPOA0119,0.953,0.931,0.972,0,0.927,0.907,0.946,0,0.988,0.951,1.021,0,0.905,0.819,0.976,0,SPOA0119,hypothetical protein,SPO_RS20425,0,-0.026,-0.039906875,0.035,0.052034828,-0.048,-0.074558422
SPOA0120,0.921,0.885,0.957,0,0.949,0.888,1.014,0,0.94,0.877,0.996,0,0.966,0.862,1.041,0,SPOA0120,hypothetical protein,SPO_RS20430,0,0.028,0.043206931,0.019,0.0294596,0.045,0.068822033
SPOA0121,0.949,0.893,1.005,0,0.912,0.881,0.946,0,0.953,0.901,1.001,0,0.915,0.878,0.957,0,SPOA0121,sulfatase family protein,SPO_RS20435,0,-0.037,-0.057374263,0.004,0.006068127,-0.034,-0.052636344
SPOA0122,0.968,0.93,1.008,0,0.89,0.842,0.929,0,0.973,0.94,1.01,0,0.905,0.866,0.944,0,SPOA0122,"ISSpo9, transposase",SPO_RS20440,0,-0.078,-0.121201711,0.005,0.007432758,-0.063,-0.097089255
SPOA0123,1.015,0.983,1.046,0,0.997,0.961,1.027,0,1.011,0.992,1.029,0,0.99,0.966,1.017,0,SPOA0123,hypothetical protein,,0,-0.018,-0.025814318,-0.004,-0.00569673,-0.025,-0.035979297
SPOA0124,1.029,0.998,1.059,0,1.027,1.009,1.043,0,1.007,0.991,1.021,0,0.998,0.965,1.029,0,SPOA0124,hypothetical protein,SPO_RS20455,0,-0.002,-0.002806801,-0.022,-0.031179299,-0.031,-0.044131262
SPOA0125,0.954,0.933,0.976,0,0.967,0.932,1,0,0.973,0.946,1.001,0,0.988,0.948,1.025,0,SPOA0125,hypothetical protein,SPO_RS20460,0,0.013,0.019526623,0.019,0.028450539,0.034,0.050521776
SPOA0126,0.939,0.889,0.989,0,0.993,0.959,1.027,0,0.941,0.903,0.978,0,0.94,0.895,0.99,0,SPOA0126,short chain dehydrogenase/reductase family oxidoreductase,SPO_RS20465,0,0.054,0.08066856,0.002,0.003069565,0.001,0.001535599
SPOA0127,0.998,0.893,1.113,0,1.021,0.973,1.069,0,0.972,0.931,1.013,0,0.981,0.953,1.015,0,SPOA0127,cyclase,SPO_RS20470,0,0.023,0.032871146,-0.026,-0.038083502,-0.017,-0.024786679
SPOA0128,0.975,0.907,1.028,0,1.01,0.971,1.057,0,0.997,0.932,1.054,0,0.998,0.958,1.04,0,SPOA0128,short chain dehydrogenase/reductase family oxidoreductase,SPO_RS20475,0,0.035,0.050881169,0.022,0.032191286,0.023,0.033637597
SPOA0129,0.886,0.775,0.969,0,0.957,0.892,1.02,0,0.945,0.911,0.981,0,0.929,0.884,0.975,0,SPOA0129,hypothetical protein,SPO_RS20480,0,0.071,0.111212226,0.059,0.093007631,0.043,0.068371898
SPOA0130,0.91,0.855,0.966,0,0.983,0.938,1.033,0,0.97,0.936,1.007,0,0.949,0.902,1.001,0,SPOA0130,AMP-binding protein,SPO_RS20485,0,0.073,0.111324871,0.06,0.092118202,0.039,0.060541542
