spo,gene,funct,NCBI,meanW_rpomAlone,semW_rpomAlone,meanW_vib,semW_vib,meanW_mari,semW_mari,meanW_CC,semW_CC,Vib_fold_diff,pval_vib,padj_vib,Mari_fold_diff,pval_mari,padj_mari,CC_fold_diff,pval_cc,padj_cc
SPO3685,SPO3685,hypothetical protein,SPO_RS18695,1.01,0.02,1.03,0.01,1.03,0,1.02,0.01,0.028,1.011,1,0.028,1.018,1,0.014,1.0036,1
SPO3686,SPO3686,HpcH/HpaI aldolase family protein,SPO_RS18700,1.01,0.02,1.02,0.01,1.04,0.02,1.03,0.02,0.014,0.1428,0.874424961,0.042,0.4904,1,0.028,0.992,1
SPO3687,SPO3687,"decarboxylase, pyridoxal-dependent",SPO_RS18705,0.99,0.02,0.97,0.01,0.98,0.01,0.98,0.01,-0.029,0.5838,1,-0.014,1.182,1,-0.014,1.0022,1
SPO3688,SPO3688,extradiol ring-cleavage dioxygenase family protein,SPO_RS18710,0.96,0.02,0.97,0.01,0.96,0,0.97,0.01,0.015,0.9082,1,0,0.9864,1,0.015,0.861,1
SPO3689,SPO3689,"transcriptional regulator, MarR family",SPO_RS18715,0.89,0.03,0.92,0.02,0.93,0.01,0.89,0.01,0.047,0.3776,1,0.063,0.2314,1,0,1.017,1
SPO3690,gtdA-1,"gentisate 1,2-dioxygenase",SPO_RS18720,0.98,0.01,0.98,0.03,0.99,0.03,0.97,0.02,0,0.8876,1,0.014,1.0146,1,-0.015,0.5792,1
SPO3691,SPO3691,fumarylacetoacetate hydrolase family protein,SPO_RS18725,0.96,0.02,0.88,0.02,0.98,0.01,0.9,0.03,-0.12,0.0256,0.340563253,0.029,0.3482,1,-0.092,0.1864,0.964854684
SPO3692,SPO3692,"monooxygenase, putative",SPO_RS18730,1,0.01,1,0.02,1.02,0.01,1.02,0.01,0,0.7134,1,0.028,1.0054,1,0.028,1.5678,1
SPO3693,SPO3693,"TRAP dicarboxylate transporter, DctP subunit; possibly ferulate",SPO_RS18735,1,0.01,1.01,0.01,1.01,0.01,1.02,0.02,0.014,0.4176,1,0.014,1.0058,1,0.028,0.998,1
SPO3694,SPO3694,TRAP dicarboxylate transporter; possibly ferulate,SPO_RS18740,1.07,0.05,1.01,0.05,1.07,0.02,1.03,0.03,-0.082,0.137,0.874424961,0,0.027,0.367871698,-0.054,0.1108,0.764607042
SPO3695,SPO3695,"TRAP dicarboxylate transporter, DctM subunit; possibly ferulate",SPO_RS18745,1.01,0,1.01,0,0.99,0.01,0.99,0.02,0,2,1,-0.029,0,0,-0.029,0,0
SPO3696,fcs,feruloyl-CoA synthetase,SPO_RS18750,0.95,0.01,0.96,0.02,0.99,0.01,0.92,0.02,0.015,0.9826,1,0.059,0,0,-0.046,0.2836,1
SPO3697,badA-1,benzoate-coenzyme A ligase,SPO_RS18755,0.99,0.02,0.94,0.01,0.98,0.01,0.97,0.02,-0.074,0.0592,0.572628272,-0.014,1.096,1,-0.029,0.3444,1
SPO3698,SPO3698,"hydrolase, putative",SPO_RS18760,1.03,0.03,0.98,0.03,1.01,0.01,1,0.03,-0.071,0.949,1,-0.028,1.0038,1,-0.042,1.0092,1
SPO3699,SPO3699,hypothetical protein,SPO_RS22325,0.98,0.01,0.98,0.06,0.95,0.01,0.98,0.02,0,0.7798,1,-0.044,0.1944,1,0,1.0214,1
SPO3700,SPO3700,enoyl-CoA hydratase/isomerase family protein,SPO_RS18770,0.95,0.02,0.96,0.02,0.99,0.01,0.97,0.02,0.015,0.8022,1,0.059,0.2626,1,0.03,0.4222,1
SPO3701,boxB,"benzoyl-CoA oxygenase, B subunit",SPO_RS18775,0.96,0.02,0.96,0.02,0.97,0.01,0.96,0.02,0,1.0088,1,0.015,0.5946,1,0,1.001,1
SPO3702,SPO3702,hypothetical protein,SPO_RS23135,1.01,0.03,1.02,0.02,0.99,0.02,1.03,0.02,0.014,1.0114,1,-0.029,0.7404,1,0.028,1.0848,1
SPO3703,boxA,"benzoyl-CoA oxygenase, A subunit",SPO_RS18785,0.95,0.02,0.94,0.02,0.94,0.01,0.94,0.02,-0.015,1.1352,1,-0.015,1.0502,1,-0.015,1.097,1
SPO3704,SPO3704,DNA-binding/shikimate kinase domain protein,SPO_RS18790,1.04,0.02,0.98,0.01,0.97,0.01,1.02,0.01,-0.085,0.4806,1,-0.1,0.4236,1,-0.028,0.9884,1
SPO3705,SPO3705,"branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein",SPO_RS18795,0.95,0.02,0.97,0.02,0.96,0.02,0.96,0.01,0.03,0.7814,1,0.015,1.0072,1,0.015,0.6982,1
SPO3706,SPO3706,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS18800,0.92,0.04,0.88,0.05,0.92,0.03,0.87,0.03,-0.063,0.6228,1,0,0.7416,1,-0.08,0.3732,1
SPO3707,SPO3707,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS18805,0.93,0.01,0.94,0.02,0.98,0.02,0.96,0.03,0.015,0.8152,1,0.075,0.0274,0.367871698,0.045,0.3374,1
SPO3708,SPO3708,"branched-chain amino acid ABC transporter, permease protein",SPO_RS18810,1,0.03,0.97,0.02,0.99,0.01,1.02,0.02,-0.044,0.4164,1,-0.014,1.0102,1,0.028,0.5704,1
SPO3709,SPO3709,"branched-chain amino acid ABC transporter, permease protein",SPO_RS18815,0.94,0.03,0.96,0.02,0.98,0.02,0.99,0.02,0.03,0.4876,1,0.06,0.2828,1,0.074,0.2474,1
SPO3710,SPO3710,hypothetical protein,SPO_RS18820,0.99,0,0.98,0.01,1,0.01,1.01,0.02,-0.014,0.337,1,0.014,1.263,1,0.029,1.0002,1
SPO3711,SPO3711,hypothetical protein,SPO_RS18825,0.92,0.02,0.95,0.02,0.96,0.02,0.96,0.02,0.046,0.5214,1,0.061,0.4002,1,0.061,0.2036,0.964854684
SPO3713,SPO3713,hypothetical protein,SPO_RS18845,1.02,0.02,1,0.02,1,0.01,1.02,0,-0.028,0.8492,1,-0.028,0.739,1,0,0.9958,1
SPO3714,SPO3714,hypothetical protein,SPO_RS18850,1.06,0.04,1.04,0.02,1,0.02,1.02,0.02,-0.027,0.0278,0.340563253,-0.083,0.1168,0.863558513,-0.055,0.116,0.764607042
SPO3715,SPO3715,"carbonic anhydrase, putative",SPO_RS18855,1.02,0.01,1.02,0.04,0.98,0.03,1.02,0.02,0,0.9984,1,-0.057,0.8262,1,0,0.987,1
SPO3716,SPO3716,hypothetical protein,SPO_RS18860,0.96,0.02,0.94,0.02,0.94,0.03,0.94,0.03,-0.03,0.5444,1,-0.03,0.453,1,-0.03,0.343,1
SPO3717,SPO3717,cytosol aminopeptidase family protein,SPO_RS18865,1,0.04,0.98,0.02,0.99,0.01,0.98,0.02,-0.029,0.702,1,-0.014,0.6108,1,-0.029,0.5348,1
SPO3718,SPO3718,NLP/P60 family protein,SPO_RS18870,1.04,0.04,1.02,0.02,1.01,0.01,1,0.05,-0.028,1.0022,1,-0.042,0.9968,1,-0.056,0.8674,1
SPO3719,SPO3719,"thiosulfate sulfurtransferase, putative",SPO_RS18875,0.85,0.03,0.83,0.02,0.84,0.04,0.83,0.02,-0.034,0.5898,1,-0.017,0.8534,1,-0.034,0.6566,1
SPO3720,tyrB,aromatic amino acid aminotransferase,SPO_RS18880,1,0.02,1.02,0.01,1.02,0,1.04,0.01,0.028,1.0142,1,0.028,0.985,1,0.056,1.0048,1
SPO3721,SPO3721,hypothetical protein,SPO_RS18885,1.03,0.04,1,0.02,1.04,0.02,1.04,0.02,-0.042,0.844,1,0.014,1.0044,1,0.014,0.9894,1
SPO3722,SPO3722,Rrf2 family protein,SPO_RS18890,1,0.01,0.99,0.01,1.01,0.01,1.01,0.01,-0.014,0.5426,1,0.014,0.027,0.367871698,0.014,0,0
SPO3723,amt-2,ammonium transporter,SPO_RS18895,0.96,0.01,0.95,0.03,0.92,0.01,0.95,0.01,-0.015,0.7848,1,-0.061,0,0,-0.015,0.617,1
SPO3724,glnB-2,nitrogen regulatory protein P-II,SPO_RS18900,0.97,0.05,0.91,0.02,0.91,0.02,0.93,0.04,-0.091,0.3144,1,-0.091,0.2876,1,-0.06,0.4332,1
SPO3725,SPO3725,"penicillin-binding protein, 1A family",SPO_RS18905,0.94,0.06,1.02,0.07,0.97,0.04,1,0.04,0.12,0.4274,1,0.045,0.5152,1,0.088,0.5004,1
SPO3726,SPO3726,toluene tolerance family protein,SPO_RS18910,1.13,0.02,1.08,0.01,1.08,0.01,1.06,0.01,-0.065,1.01,1,-0.065,0.99,1,-0.091,1.428,1
SPO3727,SPO3727,"VacJ lipoprotein, putative",SPO_RS18915,1.08,0.01,1.04,0,1.03,0.01,1.01,0.01,-0.054,0,0,-0.068,0,0,-0.096,0.0274,0.327571186
SPO3728,SPO3728,type I secretion system ATPase,SPO_RS18920,1.04,0.01,1.02,0.01,1.03,0.01,1.02,0.01,-0.028,0.993,1,-0.014,1.5668,1,-0.028,1.004,1
SPO3729,SPO3729,"type I secretion membrane fusion protein, HlyD family",SPO_RS18925,1.02,0.01,0.99,0.01,1.01,0.01,1,0.01,-0.043,0.1474,0.874424961,-0.014,1.0126,1,-0.028,0.43,1
SPO3730,SPO3730,endoribonuclease L-PSP family protein,SPO_RS18930,1.09,0.02,1.03,0.03,1.05,0.01,1.07,0.03,-0.081,0,0,-0.053,0,0,-0.026,0,0
SPO3731,SPO3731,"glycerophosphoryl diester phosphodiesterase, putative",SPO_RS18935,1.07,0.02,1.05,0.04,1.03,0.01,1.02,0.01,-0.027,0,0,-0.054,0,0,-0.068,0,0
SPO3732,SPO3732,hypothetical protein,SPO_RS18940,0.96,0.01,0.99,0.02,0.99,0,1,0.01,0.044,0.4874,1,0.044,0.139,0.91598408,0.058,0.0892,0.706968308
SPO3733,phhB,4a-hydroxytetrahydrobiopterin dehydratase,SPO_RS18945,1.04,0.02,0.99,0.01,1.01,0.02,1.01,0.03,-0.07,0.8386,1,-0.042,0.9874,1,-0.042,1.009,1
SPO3734,SPO3734,"transcriptional regulator, MerR family",SPO_RS18950,0.95,0.04,0.95,0.03,0.97,0.02,0.96,0.01,0,1.0478,1,0.03,0.6166,1,0.015,0.6558,1
SPO3735,SPO3735,major facilitator family protein,SPO_RS18955,0.98,0.01,1,0.03,1,0.02,1.01,0.01,0.029,0.8204,1,0.029,0.4968,1,0.043,0.4708,1
SPO3736,SPO3736,"antioxidant, AhpC/Tsa family",SPO_RS18960,0.99,0.03,1.01,0.02,0.97,0.02,1.01,0.03,0.029,0.5728,1,-0.029,0.369,1,0.029,0.6334,1
SPO3738,SPO3738,"methyltransferase, putative",SPO_RS18970,0.95,0.05,0.82,0.06,0.85,0.06,0.92,0.05,-0.21,0.1712,0.95124256,-0.16,0.201,1,-0.046,0.7198,1
SPO3739,SPO3739,hydantoinase/oxoprolinase family protein,SPO_RS18975,1,0,1.01,0.01,1.01,0.01,1.01,0.02,0.014,1.2826,1,0.014,0.1402,0.91598408,0.014,0.9908,1
SPO3740,msrA-2,methionine-S-sulfoxide reductase,SPO_RS18980,1,0.01,0.97,0.02,0.98,0.01,0.97,0.01,-0.044,0.4452,1,-0.029,0.629,1,-0.044,0.356,1
SPO3741,msrB,methionine-R-sulfoxide reductase,SPO_RS18985,1,0.02,1,0.02,1,0.02,1.02,0.01,0,0.5286,1,0,0.981,1,0.028,0,0
SPO3742,SPO3742,glutathione peroxidase family protein,SPO_RS18990,0.94,0.01,0.94,0.03,0.96,0.02,0.96,0.02,0,0.9966,1,0.03,0.4302,1,0.03,0.3478,1
SPO3743,SPO3743,hypothetical protein,SPO_RS18995,0.98,0.02,0.96,0.04,0.93,0.01,0.98,0.02,-0.029,0.7192,1,-0.075,0.4632,1,0,0.7278,1
SPO3744,hup,DNA-binding protein HU,SPO_RS19000,0.36,0.22,0.68,0.23,0.43,0.15,0.44,0.15,0.9,0.393,1,0.25,0.7216,1,0.28,0.8372,1
SPO3745,amn,AMP nucleosidase,SPO_RS19005,NA,NA,1.15,NA,1.07,0.05,1.15,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPO3746,ade,adenine deaminase,SPO_RS19010,1.2,0.12,1.05,0.15,1.15,0.12,1.03,0.14,-0.19,0.3138,1,-0.061,0.6252,1,-0.22,0.3242,1
SPO3747,SPO3747,hypothetical protein,SPO_RS19015,0.92,0.04,0.98,0.04,0.95,0.02,0.98,0.02,0.09,0.4146,1,0.046,0.5716,1,0.09,0.1954,0.964854684
SPO3748,SPO3748,"transcriptional regulator, LysR family",SPO_RS19020,1,0.03,0.98,0.04,1.02,0.02,0.99,0.03,-0.029,0.8836,1,0.028,0.9898,1,-0.014,1.109,1
SPO3749,SPO3749,class II aldolase/adducin N-terminal domain protein,SPO_RS19025,1.04,0.03,0.99,0.02,1,0.01,1,0.01,-0.07,0.4774,1,-0.056,0.6656,1,-0.056,0.6452,1
SPO3750,SPO3750,hypothetical protein,SPO_RS19030,0.94,0.03,0.97,0.01,0.96,0.01,0.96,0.01,0.045,0.5414,1,0.03,0.4316,1,0.03,0.635,1
SPO3751,exsB,ExsB,SPO_RS19035,0.94,0.01,0.95,0.02,0.94,0.01,1,0.02,0.015,0.9228,1,0,1.0526,1,0.088,0.0824,0.704954447
SPO3752,SPO3752,radical SAM domain protein,SPO_RS19045,0.97,0.03,1.01,0.02,1.01,0.02,1,0.02,0.058,0.5474,1,0.058,0.467,1,0.044,0.582,1
SPO3753,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13),SPO_RS19050,0.92,0.02,0.99,0,1,0.01,0.98,0.01,0.1,0.0306,0.340563253,0.12,0.0582,0.601702479,0.09,0.0594,0.542980693
SPO3754,SPO3754,hypothetical protein,SPO_RS19055,1.04,0.03,0.98,0.03,1,0.03,1.02,0.02,-0.085,0.5734,1,-0.056,1.0144,1,-0.028,0.993,1
SPO3755,SPO3755,hypothetical protein,SPO_RS19060,0.52,0.32,0.9,0.1,0.82,0.15,0.5,0.19,0.78,0.3148,1,0.65,0.3772,1,-0.055,0.7886,1
SPO3756,SPO3756,OmpA domain protein,SPO_RS19065,1,0.04,0.99,0.02,0.98,0.02,1,0.01,-0.014,0.7574,1,-0.029,0.5344,1,0,0.7692,1
SPO3757,SPO3757,alkylhydroperoxidase AhpD family core domain protein,SPO_RS19070,0.98,0.01,1,0.02,0.98,0.02,1.01,0.01,0.029,1.1726,1,0,0.6654,1,0.043,0,0
SPO3758,SPO3758,"acetyltransferase, GNAT family",SPO_RS19075,1.03,0.02,1.07,0.02,1.01,0.02,1.04,0.01,0.054,0.9938,1,-0.028,0.9942,1,0.014,1.0148,1
SPO3759,SPO3759,molybdenum cofactor biosynthesis domain protein,SPO_RS19080,1,0.01,0.96,0.02,1.02,0.02,1.01,0,-0.058,0.2946,1,0.028,0.9928,1,0.014,0,0
SPO3760,sfsA,sugar fermentation stimulation protein A,SPO_RS19085,0.97,0.02,0.96,0.01,0.98,0.02,0.95,0.01,-0.015,1.0022,1,0.015,0.3618,1,-0.03,0.6714,1
SPO3762,SPO3762,"HAD-superfamily hydrolase, subfamily IA, variant 1",SPO_RS19095,1.03,0.01,1.01,0.03,1,0.01,1.02,0.01,-0.028,0.4234,1,-0.042,1.0078,1,-0.014,1.5646,1
SPO3763,SPO3763,iron-sulfur cluster-binding protein,SPO_RS19100,0.97,0.02,0.97,0.02,0.96,0.03,0.96,0.04,0,1.0014,1,-0.015,0.8284,1,-0.015,0.656,1
SPO3765,SPO3765,hypothetical protein,SPO_RS19110,1.02,0.03,0.95,0.02,0.99,0.01,0.98,0.02,-0.1,0.2792,1,-0.043,0.83,1,-0.057,0.5378,1
SPO3766,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase,SPO_RS19115,0.86,0.03,0.93,0.05,0.92,0.01,0.93,0.04,0.11,0.3514,1,0.096,0.1418,0.91598408,0.11,0.2988,1
SPO3767,SPO3767,hypothetical protein,SPO_RS22330,1.01,0.02,0.96,0.02,0.97,0.02,0.98,0.03,-0.073,0.2528,1,-0.058,0.434,1,-0.043,0.7092,1
SPO3768,gltB,"glutamate synthase, large subunit",SPO_RS19125,0.21,0.01,0.4,0.02,0.33,0.04,0.36,0.02,0.9,0,0,0.63,0.032,0.367900621,0.75,0,0
SPO3769,SPO3769,hypothetical protein,SPO_RS19130,0.18,0.03,0.56,0.02,0.36,0.06,0.38,0.1,1.6,0,0,0.96,0.0284,0.367871698,1,0.142,0.83493913
SPO3770,gltD,"glutamate synthase, small subunit",SPO_RS19135,0.16,0.03,0.47,0.03,0.34,0.05,0.48,0.01,1.5,0.0332,0.351501433,1,0.0546,0.592754252,1.5,0.0282,0.327571186
SPO3771,uppP,Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase),SPO_RS19140,0,NA,0,NA,0,NA,0,NA,0,2,1,0,2,1,0,2,1
SPO3772,SPO3772,"NADH ubiquinone oxidoreductase, putative",SPO_RS19145,1,0.01,1.03,0,1.02,0.01,1.02,0,0.042,0.9822,1,0.028,0.9954,1,0.028,1.0012,1
SPO3774,SPO3774,"oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein",SPO_RS19155,0.99,0.01,0.98,0.01,0.97,0.01,0.98,0.01,-0.014,0.3928,1,-0.029,0.084,0.788454808,-0.014,0.2268,1
SPO3775,SPO3775,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS19160,1,0.01,0.98,0.01,1,0.01,1.01,0.01,-0.029,0.1554,0.901417582,0,1.5662,1,0.014,1.004,1
SPO3776,SPO3776,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS19165,1,0.02,0.98,0.02,0.98,0.01,0.99,0.01,-0.029,0.5514,1,-0.029,0.464,1,-0.014,0.3718,1
SPO3777,SPO3777,"oligopeptide/dipeptide ABC transporter, ATP-binding protein",SPO_RS19170,0.99,0.03,1,0.01,0.98,0.01,0.99,0.02,0.014,0.4242,1,-0.014,1.0164,1,0,1.1046,1
SPO3778,SPO3778,"oligopeptide/dipeptide ABC transporter, ATP-binding protein",SPO_RS19175,0.97,0.01,0.99,0.01,0.98,0.02,0.96,0.01,0.029,0.5494,1,0.015,0.5266,1,-0.015,0.422,1
SPO3779,SPO3779,"transcriptional regulator, LysR family",SPO_RS19180,0.97,0.03,0.98,0.02,0.95,0.02,0.96,0.03,0.015,1.0526,1,-0.03,0.687,1,-0.015,0.82,1
SPO3780,SPO3780,hypothetical protein,SPO_RS19185,0.98,0.04,1.01,0.05,1.03,0.05,0.96,0.04,0.043,0.7078,1,0.071,0.4326,1,-0.029,1.0122,1
SPO3781,SPO3781,hypothetical protein,SPO_RS19190,1,0.05,0.99,0.02,0.99,0.04,0.97,0.03,-0.014,0.8742,1,-0.014,0.991,1,-0.044,0.6226,1
SPO3782,SPO3782,hypothetical protein,SPO_RS19195,0.96,0.02,0.97,0.03,1,0.01,1.01,0.03,0.015,0.826,1,0.058,0.2528,1,0.073,0.3808,1
SPO3783,SPO3783,"sugar ABC transporter, ATP-binding protein",SPO_RS19200,0.98,0.01,0.95,0.01,0.95,0.02,0.94,0.02,-0.044,0.1106,0.839901923,-0.044,0.2318,1,-0.06,0.2006,0.964854684
SPO3784,SPO3784,"sugar ABC transporter, ATP-binding protein",SPO_RS19205,0.98,0.02,0.99,0.02,0.98,0.02,0.95,0.03,0.014,0.6712,1,0,0.6848,1,-0.044,0.7178,1
SPO3785,SPO3785,"sugar ABC transporter, permease protein",SPO_RS19210,0.95,0.02,0.96,0.02,0.98,0.02,0.94,0.03,0.015,1.164,1,0.044,0.5146,1,-0.015,0.8746,1
SPO3786,SPO3786,"sugar ABC transporter, permease protein",SPO_RS19215,0.97,0.02,0.99,0.02,0.99,0.01,0.96,0.04,0.029,0.6614,1,0.029,0.7082,1,-0.015,0.9976,1
SPO3787,SPO3787,"sugar ABC transporter, periplasmic sugar-binding protein",SPO_RS19220,0.98,0.01,0.98,0.01,0.98,0.01,0.97,0.01,0,0.9906,1,0,1.2204,1,-0.015,0.5702,1
SPO3788,acoR,acetoin catabolism regulatory protein,SPO_RS19225,1.02,0.02,0.99,0.01,1.02,0.02,0.99,0.01,-0.043,0.5722,1,0,1.0056,1,-0.043,0.9646,1
SPO3789,SPO3789,4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein,SPO_RS19230,1.05,0.05,1.02,0.03,1.02,0.01,0.99,0.04,-0.041,0.1456,0.874424961,-0.041,0,0,-0.084,0,0
SPO3790,acoC,"acetoin dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase",SPO_RS19235,0.98,0.01,0.98,0.01,1,0.01,0.94,0.02,0,1.1106,1,0.029,0.6486,1,-0.06,0.0846,0.704954447
SPO3791,acoB,"acetoin dehydrogenase complex, E1 component, beta subunit",SPO_RS19240,0.95,0.02,0.97,0.02,0.94,0.03,0.92,0.03,0.03,0.7728,1,-0.015,0.7794,1,-0.046,0.3594,1
SPO3792,acoA,"acetoin dehydrogenase complex, E1 component, alpha subunit",SPO_RS19245,0.98,0.03,0.97,0.01,0.98,0.02,0.97,0.02,-0.015,0.9976,1,0,0.4542,1,-0.015,0.8418,1
SPO3793,acoX,acetoin catabolism protein X,SPO_RS19250,0.97,0.03,0.99,0.02,1,0.02,0.96,0.01,0.029,0.4006,1,0.044,0.2642,1,-0.015,0.9992,1
SPO3794,SPO3794,hypothetical protein,SPO_RS22635,1.09,0.02,1,0.04,1.04,0.02,1.05,0.05,-0.12,0.115,0.839901923,-0.067,0,0,-0.053,0,0
SPO3795,rpoN,RNA polymerase sigma-54 factor,SPO_RS19255,1.02,0.02,1.01,0.01,1.04,0.02,1.03,0.01,-0.014,1.0142,1,0.028,1.0044,1,0.014,1.0018,1
SPO3802,SPO3802,hypothetical protein,SPO_RS19290,0.91,0.05,0.97,0.01,0.96,0.02,0.94,0.01,0.091,0.1156,0.839901923,0.076,0.2574,1,0.046,0.4926,1
SPO3803,SPO3803,"transcriptional regulator, AraC family",SPO_RS19295,0.96,0.02,0.95,0.02,0.98,0.01,0.96,0.02,-0.015,0.7914,1,0.029,0.4268,1,0,1.0544,1
SPO3804,dmdC,3-methylmercaptopropionyl-CoA dehydrogenase,SPO_RS19300,1.08,0.02,1.05,0.01,1.06,0.01,1.07,0.01,-0.04,0,0,-0.027,1.5762,1,-0.013,1.0048,1
SPO3805,dmdD,Methylthioacryloyl-CoA hydratase,SPO_RS19305,1.1,0.02,1.06,0.03,1.02,0.02,1.08,0.01,-0.053,1.443,1,-0.11,0,0,-0.026,1.003,1
SPO3806,smpB,SsrA-binding protein,SPO_RS19310,0.7,0.03,0.86,0.05,0.81,0.03,0.91,0.03,0.29,0.0288,0.340563253,0.21,0.0276,0.367871698,0.37,0,0
SPO3807,SPO3807,hypothetical protein,SPO_RS19315,1,0.02,0.96,0.03,0.96,0.02,0.97,0.06,-0.058,0.4434,1,-0.058,0.36,1,-0.044,0.7738,1
SPO3808,SPO3808,hypothetical protein,,0.92,0.02,0.93,0.03,0.96,0.03,0.98,0.03,0.015,0.7906,1,0.061,0.1968,1,0.09,0.1198,0.770657292
SPO3809,SPO3809,"transcriptional regulator, ArsR family",,0.94,0.02,0.96,0.02,0.9,0.03,0.97,0.02,0.03,0.4906,1,-0.062,0.254,1,0.045,0.4142,1
SPO3810,gpmI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",SPO_RS19335,0.04,0.04,0.35,0.03,0.3,0.03,0.33,0.11,2.8,0.0274,0.340563253,2.6,0,0,2.8,0.0576,0.537833416
SPO3811,SPO3811,hypothetical protein,SPO_RS19340,1.04,0.02,1,0.01,1,0.01,0.97,0.01,-0.056,0.9934,1,-0.056,1.3494,1,-0.1,0.4204,1
SPO3812,SPO3812,carboxyl-terminal protease family protein,SPO_RS19345,0.72,0.03,0.88,0.02,0.86,0.01,0.87,0.02,0.29,0.032,0.342724638,0.25,0.0312,0.367871698,0.27,0.0306,0.327571186
SPO3813,SPO3813,hypothetical protein,SPO_RS19350,0.97,0.02,0.99,0.02,1,0.02,0.97,0.01,0.029,0.5554,1,0.044,0.3664,1,0,0.6622,1
SPO3814,SPO3814,hypothetical protein,SPO_RS19355,1,0.02,1.02,0.01,1,0.01,0.99,0.02,0.028,1.0064,1,0,0.1432,0.91598408,-0.014,0.4944,1
SPO3815,SPO3815,"ABC transporter, permease protein",SPO_RS19360,1,0,1,0.01,0.99,0.01,1,0,0,0,0,-0.014,0.42,1,0,1.0094,1
SPO3816,SPO3816,CAAX amino terminal protease family protein,SPO_RS19365,1,0.02,1,0.02,1.01,0.01,0.98,0.02,0,0.4338,1,0.014,1.0032,1,-0.029,0.4398,1
SPO3817,accD,"acetyl-CoA carboxylase, carboxyl transferase, beta subunit",SPO_RS19370,0.89,0.11,0.82,0.04,0.91,0.03,0.59,0.2,-0.12,0.676,1,0.032,0.92,1,-0.58,0.228,1
SPO3819,SPO3819,"ATPase, AFG1 family",SPO_RS19380,0.94,0.02,0.93,0.03,0.95,0.02,0.97,0.01,-0.015,0.7112,1,0.015,0.9974,1,0.045,0.3418,1
SPO3820,SPO3820,"transmembrane transporter, major facilitator family",SPO_RS19385,1.01,0.01,1.02,0.01,1.01,0.01,1.01,0.01,0.014,0.9958,1,0,1.5826,1,0,0.4304,1
SPO3821,SPO3821,ornithine cyclodeaminase/mu-crystallin family protein,SPO_RS19390,1.06,0.01,1.04,0.01,1.03,0.01,1.05,0.01,-0.027,0.9894,1,-0.041,1.5772,1,-0.014,1.5056,1
SPO3822,SPO3822,"HAD-superfamily hydrolase, subfamily IA, variant 1 family protein",SPO_RS19395,1.04,0.02,1,0.02,1.02,0.01,1.03,0.03,-0.056,0.9832,1,-0.028,1.0062,1,-0.014,1.0038,1
SPO3827,SPO3827,YaiI/YqxD family protein,SPO_RS19420,1,0.05,1.02,0.02,1,0.03,1,0.05,0.028,1.1696,1,0,1.0072,1,0,0.8328,1
SPO3828,sthA,soluble pyridine nucleotide transhydrogenase,SPO_RS19425,1.02,0.01,1,0.01,1.01,0.01,1.01,0.01,-0.028,0.9852,1,-0.014,2,1,-0.014,2,1
SPO3829,SPO3829,"S-formylglutathione hydrolase, putative",SPO_RS19430,1.04,0.01,1.02,0.02,1.01,0,1,0.01,-0.028,0.9962,1,-0.042,0.99,1,-0.056,1.0114,1
SPO3830,pepT,peptidase T,SPO_RS19435,1.02,0.02,1,0.01,1,0.01,0.98,0.01,-0.028,0.9666,1,-0.028,0.9688,1,-0.057,0.7292,1
SPO3831,SPO3831,"hydrolase, alpha/beta fold family",SPO_RS19440,1.02,0.03,1.01,0.02,1.02,0.02,0.98,0.01,-0.014,1.0094,1,0,1.0088,1,-0.057,0.6634,1
SPO3832,SPO3832,ornithine cyclodeaminase/mu-crystallin family protein,SPO_RS19445,0.97,0.01,0.99,0.01,0.99,0.03,0.99,0.01,0.029,0.4252,1,0.029,0.5824,1,0.029,0.1762,0.922988085
SPO3833,SPO3833,"ATP-dependent RNA helicase, DEAD/DEAH box family",SPO_RS19450,1.05,0.03,1.04,0,1.05,0.02,1.04,0.01,-0.014,1.5662,1,0,1.515,1,-0.014,1.5036,1
SPO3835,rbfA,ribosome-binding factor A,SPO_RS19460,0.76,0.04,0.84,0.03,0.78,0.01,0.87,0.05,0.14,0.1702,0.95124256,0.037,0.6458,1,0.19,0.1694,0.918640529
SPO3836,SPO3836,hypothetical protein,SPO_RS19465,1.04,0.01,1.02,0.01,1.04,0.01,1.02,0.01,-0.028,1.0012,1,0,1.5688,1,-0.028,1.0054,1
SPO3837,truB,tRNA pseudouridine synthase B,SPO_RS19470,0.98,0.01,0.97,0.02,1,0.01,1,0.01,-0.015,0.6496,1,0.029,0.0308,0.367871698,0.029,0.1866,0.964854684
